Vmag,Plx,B-V,SpType,Luminousity Classes,label
8.12,10.39,0.506,F6V,V,4
8.16,13.01,0.494,F7V,V,4
9.2,10.5,0.593,G2V,V,4
8.74,3.5,1.059,K0III,III,2
7.6,3.96,1.448,K4III,III,2
9.42,35.65,1.111,K4V,V,4
8.19,3.27,0.259,B5III,III,2
6.89,11.17,0.255,A7III,III,2
8.73,4.79,0.403,F0V,V,4
7.89,9.83,0.479,F8V,V,4
8.63,2.66,1.29,K0III,III,2
6.34,6.82,0.032,A2IV,V,4
7.71,5.27,0.132,A0V,V,4
8.21,3.5,0.127,A0V,V,4
8.52,2.52,0.114,A1V,V,4
7.93,5.39,1.112,K2III,III,2
9.67,-0.37,0.046,A0V,V,4
9.6,6.49,0.812,G6V,V,4
7.0,6.98,0.223,A5IV,V,4
8.3,44.44,1.051,K5V,V,4
6.06,12.0,0.074,A3V,V,4
5.98,8.13,1.011,K0III,III,2
6.67,12.47,0.505,F8IV,V,4
6.46,4.73,-0.017,A1V,V,4
6.89,1.65,0.561,F2II,II,1
7.79,6.58,0.177,A0IV,V,4
7.68,21.84,0.617,G5V,V,4
8.73,17.3,0.616,G2V,V,4
9.69,12.37,0.712,G6V,V,4
8.62,3.87,0.181,B9IV,V,4
9.3,9.22,0.1,A1V,V,4
8.02,2.6,1.623,K3IV,V,4
3.17,9.6,-0.12,B6III,III,2
8.84,5.02,1.077,K0III,III,2
7.53,4.92,1.64,K1III,III,2
8.82,4.45,0.133,B9V,V,4
8.09,13.84,0.485,F3V,V,4
8.33,5.27,1.094,K0III,III,2
7.71,10.0,0.311,F0V,V,4
8.33,6.3,0.108,A0V,V,4
9.03,8.65,0.436,F2V,V,4
8.02,3.58,1.237,K0III,III,2
8.07,5.13,0.977,G6III,III,2
8.23,8.56,0.526,F5V,V,4
8.03,1.98,2.179,M0III,III,2
7.51,2.53,1.315,K3III,III,2
7.03,15.38,0.539,F6V,V,4
7.74,3.79,0.078,B8V,V,4
5.07,11.73,1.275,K3III,III,2
8.02,3.81,0.425,F0III,III,2
7.0,16.29,0.561,F8IV,V,4
8.26,2.4,0.985,K0III,III,2
5.43,24.79,0.465,F5IV,V,4
8.59,4.81,1.442,K2III,III,2
9.23,10.05,1.04,G6V,V,4
8.14,14.97,0.5,F8V,V,4
7.17,4.14,-0.061,B6IV,V,4
6.95,4.93,1.147,K2III,III,2
8.89,12.46,0.767,G3V,V,4
8.21,15.2,0.713,G3IV,V,4
8.48,4.68,0.186,A5V,V,4
7.38,73.07,0.889,K0V,V,4
7.3,12.56,0.45,F3V,V,4
8.08,2.42,0.923,G8IV,V,4
6.3,7.69,-0.025,B9V,V,4
8.33,26.38,0.869,K2V,V,4
8.47,3.47,0.157,A1V,V,4
6.71,11.6,0.176,F3V,V,4
8.81,12.16,0.5,G2V,V,4
9.61,5.58,0.677,F7V,V,4
8.45,3.7,1.345,M5III,III,2
7.81,8.13,0.458,F5IV,V,4
6.2,11.41,0.227,A8V,V,4
9.27,9.32,0.623,G3V,V,4
6.81,13.13,1.03,K1III,III,2
7.72,6.46,1.167,K1III,III,2
9.14,7.59,0.434,A9V,V,4
9.01,9.18,0.579,F7V,V,4
8.25,6.06,0.51,F3V,V,4
7.24,14.59,0.699,G5V,V,4
9.1,6.27,0.724,G5V,V,4
7.42,3.28,0.085,B9IV,V,4
8.89,7.41,0.398,F0V,V,4
7.45,4.31,0.044,B8V,V,4
8.02,5.41,0.1,A3V,V,4
7.51,10.33,0.287,A7V,V,4
8.95,3.02,1.129,G5III,III,2
7.76,2.04,1.724,K4III,III,2
6.12,10.33,0.185,A5III,III,2
6.34,8.11,1.04,K0III,III,2
8.94,7.62,0.468,F2V,V,4
7.53,28.34,0.637,G3V,V,4
8.08,15.7,0.526,F7V,V,4
8.92,5.26,0.516,F5V,V,4
8.24,2.07,0.12,A1V,V,4
8.15,10.09,0.573,F8V,V,4
9.29,11.12,0.619,G0V,V,4
7.21,4.29,1.53,K5III,III,2
8.85,2.64,0.019,B3IV,V,4
8.5,13.34,0.53,F8V,V,4
6.75,7.04,0.998,G8III,III,2
6.52,8.81,-0.037,A0V,V,4
7.3,3.35,1.599,M4III,III,2
7.56,8.47,0.053,A1V,V,4
8.55,11.34,0.726,G5V,V,4
9.06,3.59,0.45,F2V,V,4
8.79,6.29,0.791,G8IV,V,4
9.19,17.74,0.851,K0V,V,4
7.86,4.72,0.376,A5V,V,4
8.81,7.67,0.493,F5V,V,4
5.32,4.2,1.593,M2III,III,2
9.81,6.3,0.685,G2V,V,4
8.92,5.94,0.59,F8V,V,4
8.29,11.6,0.588,G2V,V,4
5.54,24.01,0.216,F0IV,V,4
8.99,5.73,0.399,F0V,V,4
7.94,7.02,0.135,B9V,V,4
9.48,5.64,0.499,F2V,V,4
8.68,11.97,0.722,G6IV,V,4
7.03,11.04,0.408,F2V,V,4
6.65,14.55,0.504,F6III,III,2
9.27,6.18,0.323,A8V,V,4
9.79,5.75,0.739,F3V,V,4
6.82,17.73,0.394,F5V,V,4
7.19,1.75,1.219,K1III,III,2
7.25,3.47,1.491,K5III,III,2
8.11,2.15,1.04,G8II,II,1
9.85,7.31,0.499,G5V,V,4
8.5,1.59,0.979,G6III,III,2
9.92,22.49,0.945,K3V,V,4
8.89,25.05,0.692,G8V,V,4
9.41,8.55,0.618,G1V,V,4
8.5,11.9,0.551,F7V,V,4
7.87,-0.2,1.673,M1III,III,2
7.1,6.97,0.028,A0V,V,4
8.07,2.45,-0.03,B4IV,V,4
6.7,9.1,0.168,A3V,V,4
7.9,2.23,1.176,G5III,III,2
8.94,5.05,0.649,G1V,V,4
9.01,11.83,0.579,G0V,V,4
8.3,3.37,0.086,A1V,V,4
8.47,2.71,1.147,K1III,III,2
8.8,1.8,0.253,A7V,V,4
6.74,8.78,0.458,F5V,V,4
7.93,2.43,0.125,B8V,V,4
6.68,2.09,0.578,F2III,III,2
8.76,8.38,0.389,F5IV,V,4
7.12,5.58,1.055,K0III,III,2
8.49,34.27,0.925,K3V,V,4
8.41,16.27,0.62,G0V,V,4
8.75,2.34,0.287,B9III,III,2
8.81,6.32,0.368,F3V,V,4
8.94,27.03,0.966,K2V,V,4
9.62,3.84,0.6,F2V,V,4
7.92,9.71,0.411,F2V,V,4
9.34,29.35,0.992,K2V,V,4
7.42,17.6,0.474,F6V,V,4
8.71,5.17,0.524,F5IV,V,4
7.47,4.66,1.1,K1III,III,2
8.06,1.66,1.136,G8III,III,2
6.56,3.72,1.373,K3III,III,2
7.11,3.45,1.567,K5III,III,2
10.03,0.9,0.5,G2V,V,4
7.86,5.32,1.15,K1III,III,2
8.68,2.79,1.979,M1III,III,2
9.28,7.64,0.546,F7V,V,4
8.15,10.91,0.402,F2V,V,4
8.06,1.67,1.811,K5III,III,2
7.68,3.33,1.638,K4III,III,2
8.35,1.96,1.879,M1III,III,2
9.33,0.46,0.4,A9V,V,4
8.86,4.29,1.368,K1III,III,2
7.22,22.68,0.786,G8V,V,4
7.77,5.2,0.989,K0IV,V,4
9.24,5.25,0.608,F5V,V,4
8.28,0.44,1.352,K1III,III,2
5.98,10.63,1.096,K1III,III,2
8.92,13.21,0.795,G8IV,V,4
8.86,1.97,1.082,K0III,III,2
8.54,10.18,0.86,G8IV,V,4
6.71,0.08,-0.012,B1V,V,4
8.06,6.35,1.009,K0III,III,2
8.54,11.02,0.603,G2V,V,4
8.48,5.01,0.115,A2V,V,4
8.72,10.51,0.841,G8IV,V,4
5.95,32.6,0.58,G0V,V,4
7.85,5.88,0.37,F0V,V,4
5.99,4.37,1.335,K2III,III,2
8.69,-0.01,0.078,B4V,V,4
8.69,4.95,0.423,F3V,V,4
9.12,14.33,0.597,G1V,V,4
6.57,8.42,1.187,K2III,III,2
7.44,3.21,1.387,K2III,III,2
7.7,10.27,0.48,F3V,V,4
6.58,5.32,0.898,G5III,III,2
8.87,1.44,0.398,A8IV,V,4
9.01,5.1,0.518,F5V,V,4
9.1,6.92,0.517,F5V,V,4
8.27,3.25,0.06,B7V,V,4
10.48,15.34,1.03,K7V,V,4
6.33,167.56,1.144,K5V,V,4
6.17,5.54,0.235,A2V,V,4
6.52,3.92,1.79,K5III,III,2
8.06,2.06,1.243,K2III,III,2
9.73,8.57,0.56,G3V,V,4
6.09,31.03,0.479,F6V,V,4
7.53,17.64,0.665,G3V,V,4
7.14,6.14,1.185,K1III,III,2
8.22,17.05,0.594,G1V,V,4
8.4,9.61,0.493,F6V,V,4
9.04,3.35,0.59,F5V,V,4
6.24,10.06,-0.004,A0V,V,4
8.81,2.49,0.72,G2V,V,4
4.72,14.97,1.119,K2III,III,2
7.43,3.63,-0.031,B8V,V,4
7.38,5.53,1.122,K0III,III,2
9.19,10.77,0.646,G5V,V,4
7.27,15.15,0.336,F0V,V,4
9.34,5.32,0.565,F7V,V,4
6.31,3.72,1.575,M1III,III,2
9.01,-0.83,0.48,F2V,V,4
9.31,5.81,0.668,G3V,V,4
9.12,4.53,0.63,G3IV,V,4
7.51,14.26,0.415,F3IV,V,4
5.53,19.8,0.514,F6V,V,4
8.89,6.36,0.558,F6V,V,4
8.14,16.12,0.644,G3V,V,4
8.93,12.51,0.71,G8V,V,4
9.66,15.11,0.684,G8V,V,4
8.27,2.91,1.323,K2III,III,2
9.17,5.22,0.411,F0V,V,4
9.47,4.56,0.648,F8V,V,4
4.64,18.34,0.043,A2V,V,4
8.69,15.19,0.6,G0V,V,4
8.04,4.05,0.512,F5V,V,4
9.87,6.81,0.57,F2V,V,4
8.36,6.83,0.503,F2V,V,4
8.9,6.68,0.488,F0IV,V,4
8.45,4.81,1.202,K1III,III,2
7.62,1.97,1.395,K2III,III,2
8.62,3.9,1.218,K1III,III,2
7.02,5.01,-0.04,B8V,V,4
6.0,8.12,0.015,A1V,V,4
9.44,23.45,0.94,K3V,V,4
6.92,4.17,0.039,A0IV,V,4
6.59,21.2,0.647,G3V,V,4
7.09,1.61,1.693,K3III,III,2
7.23,5.86,1.022,G8III,III,2
6.36,2.59,0.109,B5III,III,2
6.99,8.32,0.008,A0V,V,4
7.51,3.01,1.26,K2III,III,2
7.93,4.75,1.196,K0III,III,2
9.36,10.2,0.513,F6V,V,4
9.11,0.17,1.066,K1III,III,2
6.61,7.09,1.071,K1III,III,2
8.74,10.96,0.602,G3V,V,4
8.44,10.35,0.554,F5V,V,4
8.11,5.55,0.292,A9V,V,4
8.21,3.9,0.558,A2V,V,4
7.61,6.41,0.201,A3III,III,2
7.69,6.23,0.288,A9V,V,4
9.67,17.4,0.789,K0V,V,4
9.44,7.34,0.648,G3V,V,4
5.76,9.62,-0.049,B9V,V,4
5.68,10.24,0.981,K0III,III,2
8.58,1.46,1.0,K0III,III,2
9.62,7.11,0.499,F2V,V,4
6.5,6.01,1.087,K1III,III,2
8.6,1.85,0.383,F0V,V,4
9.13,5.88,0.446,F0V,V,4
5.91,143.45,1.082,K4V,V,4
7.81,12.01,0.553,F7V,V,4
8.78,6.57,0.418,F2V,V,4
5.47,113.81,0.764,M0V,V,4
9.09,6.84,0.343,A9V,V,4
8.11,6.29,1.118,K0III,III,2
8.42,2.47,1.709,K3III,III,2
7.01,10.89,0.119,A2V,V,4
8.33,14.3,0.942,K1III,III,2
10.21,11.48,0.975,K3V,V,4
6.8,3.41,1.657,M1III,III,2
6.64,3.51,0.211,B9III,III,2
8.59,7.74,0.386,A8IV,V,4
8.75,5.12,0.704,G1V,V,4
6.27,17.95,0.413,F2III,III,2
9.34,9.39,0.542,F6V,V,4
5.74,3.29,1.499,K5III,III,2
8.44,2.04,0.128,B9IV,V,4
9.6,9.16,0.673,G3V,V,4
8.78,4.52,1.14,G5V,V,4
8.5,6.1,0.46,F3V,V,4
6.43,5.44,1.487,M5III,III,2
9.51,6.05,0.49,F0V,V,4
8.99,10.38,0.498,F5V,V,4
6.03,8.74,0.04,A0V,V,4
8.77,6.14,0.549,F5V,V,4
9.6,14.45,1.2,G6V,V,4
6.31,18.74,0.85,G9V,V,4
9.12,13.55,0.581,G3V,V,4
8.32,2.47,1.447,K3III,III,2
7.93,14.03,0.66,G2V,V,4
8.8,9.75,0.49,F5V,V,4
9.01,1.86,1.596,K2III,III,2
8.04,6.46,0.488,F5V,V,4
8.61,2.84,0.158,B9IV,V,4
9.83,9.96,0.63,G2V,V,4
5.36,6.49,0.063,A3III,III,2
8.44,14.79,0.605,G1V,V,4
9.38,3.13,0.689,F7V,V,4
7.94,18.13,0.594,G0V,V,4
5.01,6.9,1.654,M2III,III,2
8.61,3.03,1.368,K2III,III,2
5.51,5.66,1.586,M0III,III,2
8.02,2.94,0.466,F3IV,V,4
7.41,2.56,1.704,M0III,III,2
6.97,4.83,0.058,A1V,V,4
6.5,20.41,0.578,G1V,V,4
7.13,7.4,0.573,G0III,III,2
7.04,3.11,0.013,A0V,V,4
8.47,3.26,1.147,K1III,III,2
5.38,69.48,0.619,G0V,V,4
7.2,-0.29,0.045,B2II,II,1
7.92,2.21,1.216,K1III,III,2
8.7,2.89,1.153,K0III,III,2
9.72,7.74,0.673,G3V,V,4
8.05,17.54,0.5,F8V,V,4
7.26,7.2,0.082,A0V,V,4
8.5,11.23,0.5,F6V,V,4
5.13,7.05,0.0,A2V,V,4
7.67,12.18,0.297,A9V,V,4
8.28,2.68,1.064,K0III,III,2
8.86,0.28,1.043,G8III,III,2
6.95,25.88,0.571,F9V,V,4
8.75,11.36,0.741,G8V,V,4
9.67,-0.11,-0.134,O9III,III,2
7.79,25.64,0.627,G3V,V,4
7.91,2.84,0.98,G8III,III,2
9.36,8.74,0.46,F7V,V,4
8.02,6.12,0.335,A9V,V,4
7.53,6.7,0.106,A2V,V,4
7.64,4.53,0.916,G5III,III,2
8.5,5.44,0.676,F7V,V,4
6.37,6.09,0.724,G0III,III,2
8.7,17.63,0.608,G1V,V,4
6.35,4.39,1.608,M2III,III,2
7.41,5.21,0.316,A7III,III,2
8.22,1.81,0.154,B9V,V,4
6.36,5.07,1.399,K3III,III,2
5.69,5.52,1.463,K5III,III,2
8.28,6.96,0.831,G6IV,V,4
7.03,1.61,1.672,K4III,III,2
7.26,4.45,1.668,K3III,III,2
8.76,-0.34,0.315,B9IV,V,4
7.97,3.62,0.026,B9V,V,4
4.76,10.46,1.194,K1III,III,2
3.27,5.79,-0.186,B2IV,V,4
8.24,5.58,1.203,K0III,III,2
7.19,2.46,0.073,B8V,V,4
9.03,10.88,0.59,G2V,V,4
7.0,35.85,0.607,G2V,V,4
9.26,12.33,0.597,G3V,V,4
8.28,7.07,0.362,F0V,V,4
8.11,3.92,1.551,K0V,V,4
8.02,14.81,0.536,G0V,V,4
9.1,2.11,1.133,K0III,III,2
9.08,6.14,0.368,F0V,V,4
6.88,33.54,0.526,F8V,V,4
7.17,5.21,1.022,K0III,III,2
7.84,29.87,0.783,G8V,V,4
6.42,27.03,0.541,F8V,V,4
8.0,6.25,1.172,K0III,III,2
10.89,37.79,1.363,K5V,V,4
8.8,3.92,1.178,K0III,III,2
8.34,2.48,1.761,M0III,III,2
9.07,3.28,0.218,A0IV,V,4
6.75,15.63,0.248,A5V,V,4
8.77,2.04,1.491,K3III,III,2
6.28,51.39,0.68,G5IV,V,4
9.12,4.02,0.522,F3V,V,4
5.91,7.75,1.075,K1III,III,2
7.82,5.99,1.293,K0III,III,2
9.09,8.21,0.637,G3V,V,4
8.18,1.56,1.572,K2III,III,2
8.84,8.51,0.443,F5V,V,4
7.92,8.25,0.154,A4V,V,4
8.28,3.66,1.036,G8III,III,2
8.03,5.49,0.431,A2III,III,2
8.35,2.87,1.241,G8III,III,2
8.76,9.43,0.638,G2IV,V,4
8.89,2.05,-0.036,B6III,III,2
7.76,12.34,0.389,F0V,V,4
8.72,12.12,0.507,F8IV,V,4
7.4,4.51,1.2,K4III,III,2
8.77,8.9,0.866,K0V,V,4
6.81,2.06,-0.089,B4III,III,2
8.37,6.09,0.43,F1V,V,4
8.18,3.26,1.096,G8III,III,2
8.31,1.78,0.971,K0III,III,2
8.74,10.06,0.56,F7V,V,4
5.77,3.03,1.251,K1III,III,2
6.64,2.66,-0.074,B5V,V,4
9.38,10.7,0.692,G5IV,V,4
5.69,1.99,-0.147,B2IV,V,4
6.48,6.04,0.716,F8IV,V,4
6.67,6.19,1.017,K0III,III,2
5.7,23.37,0.229,F0IV,V,4
8.11,2.48,0.3,B4IV,V,4
5.1,4.31,-0.052,B7III,III,2
8.44,3.82,1.042,K0III,III,2
7.63,3.88,0.05,B9III,III,2
8.94,10.38,0.63,G1V,V,4
7.87,5.41,0.475,F3V,V,4
8.44,3.63,1.035,G8III,III,2
9.4,12.76,0.725,G5V,V,4
5.75,7.55,0.074,A3V,V,4
6.34,6.7,-0.017,B9V,V,4
8.84,2.26,1.543,K2III,III,2
8.72,7.33,0.506,F7V,V,4
6.34,4.69,0.046,B8V,V,4
8.4,9.14,0.44,F2V,V,4
5.82,10.81,0.939,K0III,III,2
8.38,5.95,0.34,A9V,V,4
8.17,2.19,1.76,M3III,III,2
6.66,15.53,0.388,F3V,V,4
7.22,4.74,0.04,A0V,V,4
8.2,3.7,1.125,K0III,III,2
8.55,3.89,1.093,G8III,III,2
7.79,12.08,0.524,F6V,V,4
6.75,2.58,-0.062,B6V,V,4
8.48,9.4,0.511,F5V,V,4
8.02,-0.51,1.61,K3III,III,2
6.44,78.14,0.759,K0V,V,4
9.68,8.44,0.699,G6V,V,4
7.62,15.37,0.483,F6V,V,4
6.17,7.68,1.103,K0III,III,2
8.66,3.69,0.407,F2V,V,4
8.77,4.29,0.381,F2V,V,4
9.74,17.6,0.825,K0V,V,4
9.35,5.82,0.528,F3V,V,4
9.11,8.1,0.571,F8V,V,4
7.95,5.47,0.369,F0III,III,2
7.94,3.26,1.023,K0III,III,2
9.1,14.06,0.654,G3V,V,4
8.28,8.75,0.351,F0V,V,4
8.85,0.11,1.268,G8III,III,2
9.02,1.98,1.068,K0III,III,2
6.64,7.69,0.377,F5III,III,2
8.18,4.5,1.48,K0III,III,2
7.47,8.76,1.04,K2II,II,1
7.54,129.54,1.359,K7V,V,4
9.03,14.24,0.76,G5V,V,4
7.88,2.15,1.222,K0III,III,2
6.09,5.0,1.528,M4III,III,2
8.78,5.51,0.528,F5V,V,4
6.44,16.19,0.457,F3V,V,4
6.89,1.55,-0.06,B3III,III,2
5.19,8.19,1.055,K1III,III,2
6.38,4.82,0.124,A5IV,V,4
8.19,9.28,0.478,F5V,V,4
8.47,2.83,0.236,B8V,V,4
6.49,9.15,0.139,A4V,V,4
8.79,0.39,0.384,B4II,II,1
9.12,-0.17,1.031,G6III,III,2
8.85,21.2,0.81,K1V,V,4
8.75,2.6,0.067,A0V,V,4
8.53,3.59,0.995,K1III,III,2
8.69,8.67,0.434,F3V,V,4
8.77,1.07,1.248,K0III,III,2
7.63,3.39,1.335,K1III,III,2
6.96,2.45,1.28,K2III,III,2
8.71,9.27,0.469,F5V,V,4
4.53,33.28,0.385,F3V,V,4
8.26,4.16,1.226,K1III,III,2
9.67,14.04,0.84,G8V,V,4
7.24,-0.16,1.599,K4III,III,2
8.88,1.55,0.228,B4III,III,2
8.48,14.51,0.626,G1V,V,4
5.83,8.98,0.121,A4V,V,4
7.14,13.64,0.483,F5V,V,4
5.94,11.63,-0.017,A0V,V,4
5.52,6.94,-0.119,B5V,V,4
9.39,8.89,0.752,G6V,V,4
5.28,5.44,-0.058,B8V,V,4
8.62,2.94,0.431,F2III,III,2
9.49,7.99,0.612,G3V,V,4
6.2,22.08,0.517,F7V,V,4
8.31,2.8,1.046,K0III,III,2
5.9,1.95,0.063,B9II,II,1
9.66,5.31,0.691,G2V,V,4
9.4,3.33,0.463,F0V,V,4
8.82,3.18,0.037,B9V,V,4
7.39,6.92,1.075,G9III,III,2
8.33,2.4,0.378,F0IV,V,4
8.38,10.97,0.459,F5V,V,4
4.28,29.26,0.402,F3III,III,2
8.5,0.04,1.011,K0III,III,2
7.88,32.04,0.685,G5V,V,4
8.76,13.9,0.607,F8V,V,4
7.07,5.18,1.681,M2II,II,1
7.69,33.36,0.82,K1IV,V,4
10.02,3.14,0.589,A9V,V,4
6.67,4.11,1.197,K0III,III,2
9.65,14.42,0.92,K0V,V,4
7.35,2.14,1.658,K5III,III,2
6.42,3.96,1.66,M4III,III,2
8.15,10.84,0.684,G3V,V,4
8.32,12.13,0.993,K1III,III,2
8.36,11.29,0.62,G3V,V,4
5.72,10.44,1.169,K2III,III,2
8.82,2.66,0.218,B9III,III,2
6.37,10.97,0.57,F5IV,V,4
8.0,3.22,1.086,K2III,III,2
7.56,1.88,0.07,B7III,III,2
7.37,2.58,1.517,K3III,III,2
8.64,6.92,0.52,F6V,V,4
7.93,9.6,0.481,F5V,V,4
8.13,6.62,0.438,F2V,V,4
8.09,6.29,0.093,B9V,V,4
7.5,4.23,1.748,M0III,III,2
9.09,6.66,0.853,G8IV,V,4
8.26,5.67,0.367,F2V,V,4
8.89,15.05,0.62,G3V,V,4
8.52,8.92,0.831,G8IV,V,4
9.68,1.69,0.33,F0V,V,4
7.6,11.12,0.373,F0V,V,4
8.41,2.42,1.613,M0III,III,2
8.95,5.24,0.43,F2V,V,4
6.64,2.09,-0.095,B2V,V,4
7.8,1.89,0.184,A0III,III,2
8.11,12.1,0.542,F6V,V,4
5.41,15.86,0.237,A8V,V,4
7.22,5.55,1.054,K1III,III,2
8.77,2.2,2.095,M0III,III,2
5.98,5.12,1.112,K0III,III,2
8.39,17.25,0.597,G2V,V,4
6.3,2.15,-0.01,B5III,III,2
9.24,7.24,0.63,G1V,V,4
8.82,7.14,0.592,G0V,V,4
9.61,55.03,1.272,K5V,V,4
8.99,6.46,0.411,F5IV,V,4
8.48,11.64,0.578,G1V,V,4
8.05,3.46,1.158,K2III,III,2
8.52,22.39,0.675,G5V,V,4
6.38,9.83,0.091,A1V,V,4
8.44,0.66,-0.4,B9V,V,4
7.78,-0.52,1.132,G8III,III,2
9.16,8.18,1.127,K0III,III,2
8.61,7.52,0.493,F5V,V,4
7.82,14.55,0.546,F5V,V,4
9.04,0.14,0.102,B3III,III,2
7.66,22.32,0.581,F9V,V,4
6.36,13.88,0.93,K0III,III,2
8.38,9.97,0.46,F3V,V,4
7.68,13.11,0.564,G0V,V,4
8.93,6.78,0.3,F8V,V,4
7.95,1.93,1.323,K3III,III,2
8.19,3.65,0.221,A0IV,V,4
8.38,3.82,1.008,G8III,III,2
8.8,2.71,1.078,K0III,III,2
8.64,6.74,1.308,K0IV,V,4
8.73,7.81,0.574,F7V,V,4
6.47,10.55,0.056,A1V,V,4
2.79,9.02,0.954,G2II,II,1
8.72,5.61,0.444,F0V,V,4
8.55,11.2,0.489,F5V,V,4
6.91,19.61,0.505,F6IV,V,4
8.49,7.41,0.532,F6V,V,4
8.48,-0.01,0.049,B5III,III,2
6.43,3.29,0.51,F6III,III,2
9.03,3.92,0.591,F3V,V,4
8.62,5.53,0.694,F3V,V,4
6.22,2.82,1.397,K2III,III,2
8.41,2.18,1.384,K2III,III,2
2.7,6.29,-0.179,B2IV,V,4
8.96,8.27,0.45,F5V,V,4
7.39,10.46,0.375,F2IV,V,4
9.4,4.18,0.59,F3V,V,4
8.25,3.39,1.601,M5III,III,2
5.63,8.65,0.96,G8III,III,2
8.33,3.55,0.597,F6V,V,4
10.26,-1.57,0.216,B0V,V,4
8.2,3.07,1.315,K2III,III,2
3.6,17.42,-0.104,B8V,V,4
8.0,2.0,1.215,K2III,III,2
8.19,0.38,0.161,B0II,II,1
8.46,12.54,0.51,F6V,V,4
7.14,11.34,0.538,F6V,V,4
5.57,8.75,0.844,G8III,III,2
8.09,0.43,0.037,B3II,II,1
7.87,3.26,0.834,G5III,III,2
4.78,7.65,0.016,A0V,V,4
5.83,4.02,1.617,M3III,III,2
8.23,5.1,0.397,F0V,V,4
7.18,5.71,1.319,K3III,III,2
8.51,7.49,0.337,F0V,V,4
6.43,8.13,1.191,K2III,III,2
8.46,7.47,0.955,K0IV,V,4
5.66,11.86,-0.001,A1V,V,4
8.8,4.98,1.036,G8IV,V,4
6.98,19.85,0.534,G0V,V,4
9.4,6.33,0.55,F8V,V,4
9.06,6.04,0.592,F3V,V,4
5.07,15.02,1.077,K0III,III,2
9.23,5.52,0.368,A1V,V,4
6.52,42.2,0.639,G5V,V,4
8.34,-0.13,0.09,A1II,II,1
9.23,8.82,0.457,F5V,V,4
7.3,3.87,1.374,K3III,III,2
9.09,1.38,0.003,B3III,III,2
8.76,1.95,1.166,K1III,III,2
8.82,2.31,1.602,K4III,III,2
7.02,3.01,1.52,K5III,III,2
6.16,9.55,0.36,F2IV,V,4
6.84,13.18,0.206,A7V,V,4
9.44,10.0,0.644,F5V,V,4
8.58,2.47,0.101,A1V,V,4
6.61,9.68,1.043,K0III,III,2
8.69,3.15,1.144,K1III,III,2
7.51,9.78,0.893,G8IV,V,4
8.19,7.05,0.906,K0III,III,2
7.25,6.54,0.121,A0V,V,4
6.81,7.03,1.022,K0III,III,2
8.48,9.7,0.47,F3V,V,4
7.22,-0.02,0.313,B3II,II,1
9.66,13.47,0.653,G5V,V,4
7.27,1.84,0.127,B2II,II,1
8.23,2.94,0.024,B9IV,V,4
7.53,5.36,0.088,A1V,V,4
8.84,4.64,0.354,F0V,V,4
7.07,3.28,0.033,B9III,III,2
8.77,5.05,0.274,A6II,II,1
7.88,3.96,1.129,K0III,III,2
8.7,2.82,1.085,K0III,III,2
5.65,27.26,0.505,F6V,V,4
9.76,4.63,0.423,A9V,V,4
9.77,4.79,0.659,G5V,V,4
7.75,6.05,0.511,F3V,V,4
8.55,13.91,0.63,G3V,V,4
5.61,20.66,0.187,A5V,V,4
9.19,3.04,0.8,G0V,V,4
8.25,5.04,1.348,K0III,III,2
9.26,6.41,0.459,F2V,V,4
8.15,4.86,1.1,K2III,III,2
7.45,3.46,1.628,M0III,III,2
7.91,7.81,0.418,F2V,V,4
8.23,5.44,0.636,G0IV,V,4
7.36,13.38,0.356,F0IV,V,4
7.6,27.04,0.6,G2V,V,4
8.59,1.83,1.12,K0III,III,2
8.67,3.9,0.503,F2V,V,4
8.38,4.69,0.425,F2III,III,2
8.71,10.26,0.68,G2IV,V,4
8.88,3.64,0.016,B9IV,V,4
7.61,2.24,0.137,B7III,III,2
8.04,1.99,2.267,M1III,III,2
7.71,4.14,1.547,M2III,III,2
6.52,6.4,0.95,G8III,III,2
7.14,3.07,0.015,B8IV,V,4
7.84,3.98,1.025,G8III,III,2
5.8,9.54,0.04,A2V,V,4
8.74,0.14,1.65,K3III,III,2
8.75,1.76,0.916,G8III,III,2
9.15,10.45,0.542,G0V,V,4
7.7,7.85,0.26,A9V,V,4
8.37,20.9,0.577,G0V,V,4
8.76,4.17,1.185,G8III,III,2
8.05,4.53,-0.004,B6IV,V,4
2.08,69.84,0.155,A5III,III,2
5.23,70.98,0.602,G0V,V,4
7.02,4.96,0.21,A5IV,V,4
8.77,5.23,0.453,F5V,V,4
6.76,9.35,1.24,K3III,III,2
8.64,5.46,0.552,G2IV,V,4
6.87,9.88,0.04,A0V,V,4
8.45,2.43,1.3,K1III,III,2
7.29,3.68,1.53,K4III,III,2
7.86,5.36,1.077,K0III,III,2
6.09,3.04,0.025,B9III,III,2
8.15,2.56,1.514,K4III,III,2
8.48,7.66,0.557,F8V,V,4
9.05,2.71,0.958,K0IV,V,4
8.71,2.35,0.073,B9V,V,4
7.9,12.39,0.453,F3V,V,4
8.95,3.31,1.397,K1III,III,2
9.28,12.88,0.65,G3IV,V,4
7.7,18.51,0.47,F5V,V,4
9.32,5.41,0.505,F3V,V,4
4.56,8.46,-0.02,A0V,V,4
6.13,7.67,0.978,G9III,III,2
6.48,9.64,0.006,A0V,V,4
7.54,2.73,1.723,K4III,III,2
6.52,8.01,0.96,G8III,III,2
